"","Mean_comp_count","Class","Mean_fil_ind","Med_fil_ind","Mean_density","Med_density","Mean_area","Med_area","Mean_comp_count_alt","Med_comp_count_alt","Mean_distance","Med_distance"
"121",0.838383838383838,0,2.35220202020202,1.973,0.536434343434343,0.572,0.504548556565657,0.461,6.25252525252525,4,91.1358989465363,35.6471070022178
"122",0.929292929292929,0,2.55980808080808,2.828,0.529717171717172,0.603,0.493188401010101,0.485,8.87878787878788,7,208.529198290915,166.410793529083
"123",1.1010101010101,0,2.55512121212121,2.093,0.580555555555556,0.729,0.547646464646465,0.623,11.6868686868687,6,205.541270965904,87.7417692095472
"124",0.929292929292929,0,4.04238383838384,4.01,0.414727272727273,0.309,0.358929292929293,0.179,13.0606060606061,13,287.153041376333,285.508272963399
"125",1.17171717171717,0,2.74440404040404,2.054,0.579323232323232,0.701,0.540011723232323,0.586,11.3232323232323,6,247.792851201086,96.1664990984868
"126",0.747474747474748,0,2.18774747474747,2.185,0.578111111111111,0.808,0.574905515151515,0.75,4.52525252525253,1,58.817191873721,1.5
"127",1.01010101010101,0,1.89289898989899,1.888,0.407,0.231,0.380445857575758,0.151,10.1717171717172,4,214.070139038602,70.8082033564673
"128",1.26262626262626,0,3.24705050505051,4.73,0.423646464646465,0.352,0.378808080808081,0.217,20.6565656565657,25,602.221658491687,644.649035948386
"129",0.909090909090909,0,3.7460202020202,3.756,0.622282828282828,0.772,0.54879797979798,0.611,10.8484848484848,9,212.664632851928,191.592482288567
"130",1.29292929292929,0,3.40871717171717,3.994,0.437181818181818,0.357,0.390090909090909,0.231,14.6969696969697,13,361.551593651371,322.780122527577
"131",1.17171717171717,0,2.38818181818182,2.013,0.404030303030303,0.235,0.372427607070707,0.149,17.8383838383838,9,431.690455360938,219.189137892035
"132",1.55555555555556,0,2.55431313131313,2.383,0.55820202020202,0.665,0.524474016161616,0.553,17.979797979798,14,421.82576306182,374.763875518893
"133",1.3030303030303,0,4.6520303030303,4.711,0.607343434343434,0.685,0.527656565656566,0.52,20.7979797979798,21,411.368070365774,444.934584206172
"134",0.696969696969697,0,2.59224242424242,2.375,0.403171717171717,0.233,0.370187126262626,0.148,7.60606060606061,3,184.722905537721,87.4838762316341
"135",1.19191919191919,0,2.95513131313131,4.184,0.448555555555556,0.411,0.419992776767677,0.289,13.5757575757576,8,347.638272788071,220.582999887183
"136",0.838383838383838,0,3.12871717171717,3.416,0.514565656565657,0.561,0.471827151515152,0.429,9.18181818181818,8,164.067888707879,118.383688578898
"137",1.17171717171717,0,2.40285858585859,2.55,0.550828282828283,0.725,0.538261132323232,0.641,10.2121212121212,6,218.286866894367,139.942215048771
"138",1.02020202020202,0,3.1170404040404,3.018,0.561161616161616,0.644,0.51460067979798,0.516,13.020202020202,12,301.659829830829,245.897120168989
"139",1.44444444444444,0,2.65921212121212,2.838,0.444050505050505,0.364,0.391373737373737,0.236,20.5151515151515,21,508.175243164754,531.849553371283
"140",0.818181818181818,0,3.40715151515152,3.05,0.536111111111111,0.544,0.490363636363636,0.417,7.38383838383838,6,117.816940741421,99.8647868728735
"141",1.14141414141414,0,3.5469696969697,4.44,0.580313131313131,0.737,0.556656565656566,0.635,16.1515151515152,12,307.593888765561,190.086974785374
"142",1.1010101010101,0,2.66538383838384,2.613,0.472333333333333,0.436,0.428271878787879,0.313,14.1919191919192,13,383.283234655161,320.44723657063
"143",0.939393939393939,0,2.53960606060606,3.138,0.564060606060606,0.688,0.535059866666667,0.588,6.53535353535354,4,107.45209604975,47.3057653315131
"144",1.14141414141414,0,2.70579797979798,2.592,0.555959595959596,0.684,0.529656167676768,0.572,13.4141414141414,7,232.102662630936,174.654254641001
"145",1.83838383838384,0,2.72769696969697,2.103,0.531818181818182,0.588,0.499370301010101,0.475,23.2121212121212,10,732.50456835014,450.720638986018
"146",1.15151515151515,0,3.37112121212121,3.533,0.551727272727273,0.614,0.493455324242424,0.466,16.1818181818182,16,358.398162786197,334.15202157448
"147",0.848484848484849,0,2.44010101010101,2.734,0.409020202020202,0.265,0.359292929292929,0.16,5.97979797979798,4,103.198718358421,65.8753121592992
"148",0.929292929292929,0,3.27965656565657,2.499,0.549050505050505,0.619,0.515262592929293,0.504,12.7979797979798,5,284.690645839788,201.94989996811
"149",1.82828282828283,0,4.1499595959596,4.653,0.539909090909091,0.577,0.473493384848485,0.422,22.7171717171717,18,758.158516228912,509.207975497449
"150",1.81818181818182,0,3.77749494949495,3.791,0.464767676767677,0.418,0.411368248484848,0.283,28.7272727272727,27,876.208628642456,686.749547842103
"151",0.919191919191919,0,3.57784848484848,3.082,0.557535353535354,0.657,0.526005070707071,0.551,10.030303030303,4,249.380490823134,116.938742686532
"152",1.65656565656566,0,3.897,4.656,0.527191919191919,0.574,0.466666666666667,0.419,25.3939393939394,27,722.013252393866,714.894698861068
"153",0.96969696969697,0,3.31786868686869,4.73,0.402666666666667,0.247,0.370317366666667,0.156,10.9393939393939,5,289.844445337451,147.963721857938
